portfolio,signal_id,ticker,isu_cd,market,name,signal_date,scheduled_execution_date,fast_score,pattern_score,ranking,execution_result
PORTFOLIO_B_HALF_PROFIT_AT_50,PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_JULIA_NO_LOSS_GUARD_V01_095660_KR7095660007_KOSDAQ_01,095660,KR7095660007,KOSDAQ,네오위즈,2022-08-19,2022-08-22,75.54,,5,SKIP_INSUFFICIENT_CASH
PORTFOLIO_B_HALF_PROFIT_AT_50,PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_JULIA_NO_LOSS_GUARD_V01_213500_KR7213500002_KOSPI_01,213500,KR7213500002,KOSPI,한솔제지,2022-09-02,2022-09-05,75.54,,1,SKIP_INSUFFICIENT_CASH
PORTFOLIO_B_HALF_PROFIT_AT_50,PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_JULIA_NO_LOSS_GUARD_V01_095570_KR7095570008_KOSPI_01,095570,KR7095570008,KOSPI,AJ네트웍스,2022-09-16,2022-09-19,75.49,,1,SKIP_INSUFFICIENT_CASH
PORTFOLIO_B_HALF_PROFIT_AT_50,PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_JULIA_NO_LOSS_GUARD_V01_145720_KR7145720009_KOSPI_02,145720,KR7145720009,KOSPI,덴티움,2022-09-16,2022-09-19,75.49,,2,SKIP_INSUFFICIENT_CASH
PORTFOLIO_B_HALF_PROFIT_AT_50,PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_JULIA_NO_LOSS_GUARD_V01_004360_KR7004360004_KOSPI_01,004360,KR7004360004,KOSPI,세방,2022-10-07,2022-10-11,82.05,,1,SKIP_INSUFFICIENT_CASH
PORTFOLIO_B_HALF_PROFIT_AT_50,PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_JULIA_NO_LOSS_GUARD_V01_006400_KR7006400006_KOSPI_01,006400,KR7006400006,KOSPI,삼성SDI,2022-10-28,2022-10-31,75.54,,1,SKIP_INSUFFICIENT_CASH
PORTFOLIO_B_HALF_PROFIT_AT_50,PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_JULIA_NO_LOSS_GUARD_V01_079370_KR7079370003_KOSDAQ_01,079370,KR7079370003,KOSDAQ,제우스,2022-11-18,2022-11-21,77.99,,1,EXECUTED
PORTFOLIO_B_HALF_PROFIT_AT_50,PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_JULIA_NO_LOSS_GUARD_V01_280360_KR7280360009_KOSPI_01,280360,KR7280360009,KOSPI,롯데웰푸드,2022-11-18,2022-11-21,71.05,,2,SKIP_INSUFFICIENT_CASH
PORTFOLIO_B_HALF_PROFIT_AT_50,PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_JULIA_NO_LOSS_GUARD_V01_000150_KR7000150003_KOSPI_02,000150,KR7000150003,KOSPI,두산,2022-11-25,2022-11-28,73.29,,1,SKIP_INSUFFICIENT_CASH
PORTFOLIO_B_HALF_PROFIT_AT_50,PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_JULIA_NO_LOSS_GUARD_V01_036890_KR7036890002_KOSDAQ_01,036890,KR7036890002,KOSDAQ,진성티이씨,2022-12-02,2022-12-05,80.99,,1,SKIP_INSUFFICIENT_CASH
PORTFOLIO_B_HALF_PROFIT_AT_50,PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_JULIA_NO_LOSS_GUARD_V01_298040_KR7298040007_KOSPI_01,298040,KR7298040007,KOSPI,효성중공업,2022-12-02,2022-12-05,80.99,,2,SKIP_INSUFFICIENT_CASH
PORTFOLIO_B_HALF_PROFIT_AT_50,PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_JULIA_NO_LOSS_GUARD_V01_267270_KR7267270007_KOSPI_01,267270,KR7267270007,KOSPI,HD건설기계,2022-12-02,2022-12-05,80.74,,3,SKIP_INSUFFICIENT_CASH
PORTFOLIO_B_HALF_PROFIT_AT_50,PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_JULIA_NO_LOSS_GUARD_V01_271560_KR7271560005_KOSPI_01,271560,KR7271560005,KOSPI,오리온,2022-12-02,2022-12-05,77.99,,4,SKIP_INSUFFICIENT_CASH
PORTFOLIO_B_HALF_PROFIT_AT_50,PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_JULIA_NO_LOSS_GUARD_V01_058470_KR7058470006_KOSDAQ_01,058470,KR7058470006,KOSDAQ,리노공업,2022-12-02,2022-12-05,76.04,,5,SKIP_INSUFFICIENT_CASH
PORTFOLIO_B_HALF_PROFIT_AT_50,PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_JULIA_NO_LOSS_GUARD_V01_140860_KR7140860008_KOSDAQ_01,140860,KR7140860008,KOSDAQ,파크시스템스,2022-12-02,2022-12-05,75.54,,6,SKIP_INSUFFICIENT_CASH
PORTFOLIO_B_HALF_PROFIT_AT_50,PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_JULIA_NO_LOSS_GUARD_V01_029530_KR7029530003_KOSPI_01,029530,KR7029530003,KOSPI,신도리코,2022-12-09,2022-12-12,82.05,,1,SKIP_INSUFFICIENT_CASH
PORTFOLIO_B_HALF_PROFIT_AT_50,PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_JULIA_NO_LOSS_GUARD_V01_003220_KR7003220001_KOSPI_01,003220,KR7003220001,KOSPI,대원제약,2022-12-16,2022-12-19,72.74,,1,SKIP_INSUFFICIENT_CASH
PORTFOLIO_B_HALF_PROFIT_AT_50,PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_JULIA_NO_LOSS_GUARD_V01_003230_KR7003230000_KOSPI_02,003230,KR7003230000,KOSPI,삼양식품,2022-12-23,2022-12-26,80.24,,1,SKIP_INSUFFICIENT_CASH
PORTFOLIO_B_HALF_PROFIT_AT_50,PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_JULIA_NO_LOSS_GUARD_V01_008770_KR7008770000_KOSPI_01,008770,KR7008770000,KOSPI,호텔신라,2023-01-06,2023-01-09,78.49,,1,SKIP_INSUFFICIENT_CASH
PORTFOLIO_B_HALF_PROFIT_AT_50,PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_JULIA_NO_LOSS_GUARD_V01_001040_KR7001040005_KOSPI_01,001040,KR7001040005,KOSPI,CJ,2023-01-06,2023-01-09,70.79,,2,SKIP_INSUFFICIENT_CASH
PORTFOLIO_B_HALF_PROFIT_AT_50,PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_JULIA_NO_LOSS_GUARD_V01_082920_KR7082920000_KOSDAQ_02,082920,KR7082920000,KOSDAQ,비츠로셀,2023-01-13,2023-01-16,77.99,,1,SKIP_INSUFFICIENT_CASH
PORTFOLIO_B_HALF_PROFIT_AT_50,PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_JULIA_NO_LOSS_GUARD_V01_214450_KR7214450009_KOSDAQ_01,214450,KR7214450009,KOSDAQ,파마리서치,2023-01-20,2023-01-25,77.99,,1,SKIP_INSUFFICIENT_CASH
PORTFOLIO_B_HALF_PROFIT_AT_50,PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_JULIA_NO_LOSS_GUARD_V01_093320_KR7093320000_KOSDAQ_01,093320,KR7093320000,KOSDAQ,케이아이엔엑스,2023-02-03,2023-02-06,80.74,,1,SKIP_INSUFFICIENT_CASH
PORTFOLIO_B_HALF_PROFIT_AT_50,PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_JULIA_NO_LOSS_GUARD_V01_237880_KR7237880000_KOSDAQ_01,237880,KR7237880000,KOSDAQ,클리오,2023-02-03,2023-02-06,73.24,,2,SKIP_INSUFFICIENT_CASH
PORTFOLIO_B_HALF_PROFIT_AT_50,PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_JULIA_NO_LOSS_GUARD_V01_036810_KR7036810000_KOSDAQ_01,036810,KR7036810000,KOSDAQ,에프에스티,2023-02-10,2023-02-13,80.99,,1,SKIP_INSUFFICIENT_CASH
PORTFOLIO_B_HALF_PROFIT_AT_50,PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_JULIA_NO_LOSS_GUARD_V01_093050_KR7093050003_KOSPI_02,093050,KR7093050003,KOSPI,LF,2023-02-17,2023-02-20,79.3,,1,SKIP_INSUFFICIENT_CASH
PORTFOLIO_B_HALF_PROFIT_AT_50,PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_JULIA_NO_LOSS_GUARD_V01_028050_KR7028050003_KOSPI_02,028050,KR7028050003,KOSPI,삼성E&A,2023-02-17,2023-02-20,74.49,,2,SKIP_INSUFFICIENT_CASH
PORTFOLIO_B_HALF_PROFIT_AT_50,PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_JULIA_NO_LOSS_GUARD_V01_042670_KR7042670000_KOSPI_01,042670,KR7042670000,KOSPI,HD현대인프라코어,2023-02-17,2023-02-20,74.49,,3,SKIP_INSUFFICIENT_CASH
PORTFOLIO_B_HALF_PROFIT_AT_50,PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_JULIA_NO_LOSS_GUARD_V01_028670_KR7028670008_KOSPI_01,028670,KR7028670008,KOSPI,팬오션,2023-02-24,2023-02-27,77.99,,1,SKIP_INSUFFICIENT_CASH
PORTFOLIO_B_HALF_PROFIT_AT_50,PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_JULIA_NO_LOSS_GUARD_V01_002840_KR7002840007_KOSPI_01,002840,KR7002840007,KOSPI,미원상사,2023-02-24,2023-02-27,75.8,,2,SKIP_INSUFFICIENT_CASH
PORTFOLIO_B_HALF_PROFIT_AT_50,PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_JULIA_NO_LOSS_GUARD_V01_091580_KR7091580001_KOSDAQ_01,091580,KR7091580001,KOSDAQ,상신이디피,2023-03-03,2023-03-06,80.24,,1,SKIP_INSUFFICIENT_CASH
PORTFOLIO_B_HALF_PROFIT_AT_50,PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_JULIA_NO_LOSS_GUARD_V01_081660_KR7081660003_KOSPI_01,081660,KR7081660003,KOSPI,미스토홀딩스,2023-03-03,2023-03-06,76.3,,2,SKIP_INSUFFICIENT_CASH
PORTFOLIO_B_HALF_PROFIT_AT_50,PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_JULIA_NO_LOSS_GUARD_V01_005290_KR7005290002_KOSDAQ_01,005290,KR7005290002,KOSDAQ,동진쎄미켐,2023-03-03,2023-03-06,74.99,,3,SKIP_INSUFFICIENT_CASH
PORTFOLIO_B_HALF_PROFIT_AT_50,PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_JULIA_NO_LOSS_GUARD_V01_004380_KR7004380002_KOSPI_01,004380,KR7004380002,KOSPI,삼익THK,2023-03-17,2023-03-20,74.49,,1,EXECUTED
PORTFOLIO_B_HALF_PROFIT_AT_50,PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_JULIA_NO_LOSS_GUARD_V01_000270_KR7000270009_KOSPI_01,000270,KR7000270009,KOSPI,기아,2023-03-31,2023-04-03,79.3,,1,EXECUTED
PORTFOLIO_B_HALF_PROFIT_AT_50,PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_JULIA_NO_LOSS_GUARD_V01_015750_KR7015750003_KOSDAQ_01,015750,KR7015750003,KOSDAQ,성우하이텍,2023-03-31,2023-04-03,78.49,,2,EXECUTED
PORTFOLIO_B_HALF_PROFIT_AT_50,PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_JULIA_NO_LOSS_GUARD_V01_086900_KR7086900008_KOSDAQ_01,086900,KR7086900008,KOSDAQ,메디톡스,2023-03-31,2023-04-03,77.74,,3,EXECUTED
PORTFOLIO_B_HALF_PROFIT_AT_50,PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_JULIA_NO_LOSS_GUARD_V01_195870_KR7195870001_KOSPI_01,195870,KR7195870001,KOSPI,해성디에스,2023-03-31,2023-04-03,72.74,,4,EXECUTED
PORTFOLIO_B_HALF_PROFIT_AT_50,PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_JULIA_NO_LOSS_GUARD_V01_039030_KR7039030002_KOSDAQ_01,039030,KR7039030002,KOSDAQ,이오테크닉스,2023-03-31,2023-04-03,70.29,,5,SKIP_INSUFFICIENT_CASH
PORTFOLIO_B_HALF_PROFIT_AT_50,PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_JULIA_NO_LOSS_GUARD_V01_131970_KR7131970006_KOSDAQ_01,131970,KR7131970006,KOSDAQ,두산테스나,2023-03-31,2023-04-03,70.29,,6,EXECUTED
PORTFOLIO_B_HALF_PROFIT_AT_50,PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_JULIA_NO_LOSS_GUARD_V01_005380_KR7005380001_KOSPI_01,005380,KR7005380001,KOSPI,현대차,2023-04-07,2023-04-10,81.55,,1,SKIP_INSUFFICIENT_CASH
PORTFOLIO_B_HALF_PROFIT_AT_50,PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_JULIA_NO_LOSS_GUARD_V01_282880_KR7282880004_KOSDAQ_01,282880,KR7282880004,KOSDAQ,코윈테크,2023-04-07,2023-04-10,80.07,,2,SKIP_INSUFFICIENT_CASH
PORTFOLIO_B_HALF_PROFIT_AT_50,PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_JULIA_NO_LOSS_GUARD_V01_007340_KR7007340003_KOSPI_02,007340,KR7007340003,KOSPI,DN오토모티브,2023-04-07,2023-04-10,77.99,,3,SKIP_INSUFFICIENT_CASH
PORTFOLIO_B_HALF_PROFIT_AT_50,PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_JULIA_NO_LOSS_GUARD_V01_122870_KR7122870009_KOSDAQ_01,122870,KR7122870009,KOSDAQ,와이지엔터테인먼트,2023-04-14,2023-04-17,75.54,,1,SKIP_INSUFFICIENT_CASH
PORTFOLIO_B_HALF_PROFIT_AT_50,PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_JULIA_NO_LOSS_GUARD_V01_307950_KR7307950006_KOSPI_01,307950,KR7307950006,KOSPI,현대오토에버,2023-04-14,2023-04-17,70.29,,2,SKIP_INSUFFICIENT_CASH
PORTFOLIO_B_HALF_PROFIT_AT_50,PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_JULIA_NO_LOSS_GUARD_V01_034020_KR7034020008_KOSPI_01,034020,KR7034020008,KOSPI,두산에너빌리티,2023-04-21,2023-04-24,75.54,,1,SKIP_INSUFFICIENT_CASH
PORTFOLIO_B_HALF_PROFIT_AT_50,PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_JULIA_NO_LOSS_GUARD_V01_241560_KR7241560002_KOSPI_01,241560,KR7241560002,KOSPI,두산밥캣,2023-04-28,2023-05-02,74.99,,1,SKIP_INSUFFICIENT_CASH
PORTFOLIO_B_HALF_PROFIT_AT_50,PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_JULIA_NO_LOSS_GUARD_V01_200670_KR7200670008_KOSDAQ_01,200670,KR7200670008,KOSDAQ,휴메딕스,2023-05-19,2023-05-22,77.99,,1,EXECUTED
PORTFOLIO_B_HALF_PROFIT_AT_50,PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_JULIA_NO_LOSS_GUARD_V01_017940_KR7017940008_KOSPI_01,017940,KR7017940008,KOSPI,E1,2023-06-02,2023-06-05,79.8,,1,EXECUTED
PORTFOLIO_B_HALF_PROFIT_AT_50,PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_JULIA_NO_LOSS_GUARD_V01_000100_KR7000100008_KOSPI_01,000100,KR7000100008,KOSPI,유한양행,2023-06-02,2023-06-05,79.3,,2,EXECUTED
PORTFOLIO_B_HALF_PROFIT_AT_50,PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_JULIA_NO_LOSS_GUARD_V01_037270_KR7037270006_KOSPI_01,037270,KR7037270006,KOSPI,YG PLUS,2023-06-02,2023-06-05,76.04,,3,EXECUTED
PORTFOLIO_B_HALF_PROFIT_AT_50,PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_JULIA_NO_LOSS_GUARD_V01_112610_KR7112610001_KOSPI_01,112610,KR7112610001,KOSPI,씨에스윈드,2023-06-02,2023-06-05,75.49,,4,SKIP_INSUFFICIENT_CASH
PORTFOLIO_B_HALF_PROFIT_AT_50,PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_JULIA_NO_LOSS_GUARD_V01_111770_KR7111770004_KOSPI_01,111770,KR7111770004,KOSPI,영원무역,2023-06-09,2023-06-12,79.3,,1,SKIP_INSUFFICIENT_CASH
PORTFOLIO_B_HALF_PROFIT_AT_50,PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_JULIA_NO_LOSS_GUARD_V01_119610_KR7119610004_KOSDAQ_02,119610,KR7119610004,KOSDAQ,인터로조,2023-06-09,2023-06-12,78.49,,2,SKIP_INSUFFICIENT_CASH
PORTFOLIO_B_HALF_PROFIT_AT_50,PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_JULIA_NO_LOSS_GUARD_V01_298040_KR7298040007_KOSPI_02,298040,KR7298040007,KOSPI,효성중공업,2023-06-09,2023-06-12,77.99,,3,SKIP_INSUFFICIENT_CASH
PORTFOLIO_B_HALF_PROFIT_AT_50,PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_JULIA_NO_LOSS_GUARD_V01_101160_KR7101160000_KOSDAQ_01,101160,KR7101160000,KOSDAQ,월덱스,2023-06-30,2023-07-03,80.74,,1,SKIP_INSUFFICIENT_CASH
PORTFOLIO_B_HALF_PROFIT_AT_50,PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_JULIA_NO_LOSS_GUARD_V01_017800_KR7017800004_KOSPI_02,017800,KR7017800004,KOSPI,현대엘리베이터,2023-06-30,2023-07-03,72.49,,2,SKIP_INSUFFICIENT_CASH
PORTFOLIO_B_HALF_PROFIT_AT_50,PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_JULIA_NO_LOSS_GUARD_V01_018250_KR7018250001_KOSPI_01,018250,KR7018250001,KOSPI,애경산업,2023-07-07,2023-07-10,72.74,,1,EXECUTED
PORTFOLIO_B_HALF_PROFIT_AT_50,PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_JULIA_NO_LOSS_GUARD_V01_033500_KR7033500000_KOSDAQ_01,033500,KR7033500000,KOSDAQ,동성화인텍,2023-07-14,2023-07-17,80.24,,1,SKIP_INSUFFICIENT_CASH
PORTFOLIO_B_HALF_PROFIT_AT_50,PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_JULIA_NO_LOSS_GUARD_V01_251970_KR7251970000_KOSDAQ_01,251970,KR7251970000,KOSDAQ,펌텍코리아,2023-07-28,2023-07-31,78.49,,1,EXECUTED
PORTFOLIO_B_HALF_PROFIT_AT_50,PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_JULIA_NO_LOSS_GUARD_V01_004370_KR7004370003_KOSPI_01,004370,KR7004370003,KOSPI,농심,2023-08-11,2023-08-14,80.24,,1,EXECUTED
PORTFOLIO_B_HALF_PROFIT_AT_50,PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_JULIA_NO_LOSS_GUARD_V01_017960_KR7017960006_KOSPI_01,017960,KR7017960006,KOSPI,한국카본,2023-08-11,2023-08-14,78.54,,2,EXECUTED
PORTFOLIO_B_HALF_PROFIT_AT_50,PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_JULIA_NO_LOSS_GUARD_V01_018290_KR7018290007_KOSDAQ_01,018290,KR7018290007,KOSDAQ,브이티,2023-08-11,2023-08-14,77.99,,3,EXECUTED
PORTFOLIO_B_HALF_PROFIT_AT_50,PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_JULIA_NO_LOSS_GUARD_V01_006730_KR7006730006_KOSDAQ_01,006730,KR7006730006,KOSDAQ,서부T&D,2023-08-11,2023-08-14,73.24,,4,EXECUTED
PORTFOLIO_B_HALF_PROFIT_AT_50,PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_JULIA_NO_LOSS_GUARD_V01_161890_KR7161890009_KOSPI_01,161890,KR7161890009,KOSPI,한국콜마,2023-08-18,2023-08-21,75.74,,1,EXECUTED
PORTFOLIO_B_HALF_PROFIT_AT_50,PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_JULIA_NO_LOSS_GUARD_V01_082920_KR7082920000_KOSDAQ_03,082920,KR7082920000,KOSDAQ,비츠로셀,2023-08-25,2023-08-28,75.49,,1,EXECUTED
PORTFOLIO_B_HALF_PROFIT_AT_50,PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_JULIA_NO_LOSS_GUARD_V01_036830_KR7036830008_KOSDAQ_01,036830,KR7036830008,KOSDAQ,솔브레인홀딩스,2023-09-01,2023-09-04,73.17,,1,EXECUTED
PORTFOLIO_B_HALF_PROFIT_AT_50,PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_JULIA_NO_LOSS_GUARD_V01_000640_KR7000640003_KOSPI_01,000640,KR7000640003,KOSPI,동아쏘시오홀딩스,2023-09-22,2023-09-25,72.1,,1,EXECUTED
PORTFOLIO_B_HALF_PROFIT_AT_50,PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_JULIA_NO_LOSS_GUARD_V01_185750_KR7185750007_KOSPI_01,185750,KR7185750007,KOSPI,종근당,2023-10-06,2023-10-10,75.74,,1,EXECUTED
PORTFOLIO_B_HALF_PROFIT_AT_50,PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_JULIA_NO_LOSS_GUARD_V01_003570_KR7003570009_KOSPI_01,003570,KR7003570009,KOSPI,SNT다이내믹스,2023-10-20,2023-10-23,78.49,,1,EXECUTED
PORTFOLIO_B_HALF_PROFIT_AT_50,PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_JULIA_NO_LOSS_GUARD_V01_005180_KR7005180005_KOSPI_01,005180,KR7005180005,KOSPI,빙그레,2023-11-03,2023-11-06,78.49,,1,EXECUTED
PORTFOLIO_B_HALF_PROFIT_AT_50,PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_JULIA_NO_LOSS_GUARD_V01_025540_KR7025540006_KOSPI_01,025540,KR7025540006,KOSPI,한국단자,2023-11-03,2023-11-06,73.44,,2,EXECUTED
PORTFOLIO_B_HALF_PROFIT_AT_50,PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_JULIA_NO_LOSS_GUARD_V01_005300_KR7005300009_KOSPI_02,005300,KR7005300009,KOSPI,롯데칠성,2023-11-17,2023-11-20,78.49,,1,EXECUTED
PORTFOLIO_B_HALF_PROFIT_AT_50,PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_JULIA_NO_LOSS_GUARD_V01_180640_KR7180640005_KOSPI_01,180640,KR7180640005,KOSPI,한진칼,2023-11-24,2023-11-27,71.69,,1,EXECUTED
PORTFOLIO_B_HALF_PROFIT_AT_50,PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_JULIA_NO_LOSS_GUARD_V01_145020_KR7145020004_KOSDAQ_01,145020,KR7145020004,KOSDAQ,휴젤,2023-12-01,2023-12-04,78.49,,1,EXECUTED
PORTFOLIO_B_HALF_PROFIT_AT_50,PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_JULIA_NO_LOSS_GUARD_V01_009290_KR7009290008_KOSPI_01,009290,KR7009290008,KOSPI,광동제약,2023-12-08,2023-12-11,73.24,,1,EXECUTED
PORTFOLIO_B_HALF_PROFIT_AT_50,PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_JULIA_NO_LOSS_GUARD_V01_286940_KR7286940002_KOSPI_01,286940,KR7286940002,KOSPI,롯데이노베이트,2024-01-12,2024-01-15,68.86,,1,EXECUTED
PORTFOLIO_B_HALF_PROFIT_AT_50,PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_JULIA_NO_LOSS_GUARD_V01_036530_KR7036530004_KOSPI_01,036530,KR7036530004,KOSPI,SNT홀딩스,2024-02-02,2024-02-05,81.55,,1,EXECUTED
PORTFOLIO_B_HALF_PROFIT_AT_50,PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_JULIA_NO_LOSS_GUARD_V01_012630_KR7012630000_KOSPI_01,012630,KR7012630000,KOSPI,HDC,2024-02-02,2024-02-05,74.99,,2,EXECUTED
PORTFOLIO_B_HALF_PROFIT_AT_50,PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_JULIA_NO_LOSS_GUARD_V01_003850_KR7003850005_KOSPI_01,003850,KR7003850005,KOSPI,보령,2024-02-02,2024-02-05,73.24,,3,EXECUTED
PORTFOLIO_B_HALF_PROFIT_AT_50,PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_JULIA_NO_LOSS_GUARD_V01_004490_KR7004490009_KOSPI_01,004490,KR7004490009,KOSPI,세방전지,2024-02-16,2024-02-19,75.74,,1,EXECUTED
PORTFOLIO_B_HALF_PROFIT_AT_50,PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_JULIA_NO_LOSS_GUARD_V01_006120_KR7006120000_KOSPI_01,006120,KR7006120000,KOSPI,SK디스커버리,2024-02-23,2024-02-26,77.99,,1,SKIP_INSUFFICIENT_CASH
PORTFOLIO_B_HALF_PROFIT_AT_50,PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_JULIA_NO_LOSS_GUARD_V01_064350_KR7064350002_KOSPI_01,064350,KR7064350002,KOSPI,현대로템,2024-02-23,2024-02-26,72.74,,2,SKIP_INSUFFICIENT_CASH
PORTFOLIO_B_HALF_PROFIT_AT_50,PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_JULIA_NO_LOSS_GUARD_V01_272210_KR7272210006_KOSPI_01,272210,KR7272210006,KOSPI,한화시스템,2024-03-08,2024-03-11,77.74,,1,EXECUTED
